65,213,94,37,43,415,0,1.1,34,51,70.5
65,211,101,37,43,329,0,1.02,33.5,67,72.7
66,211,102,36,43,115,0,1.19,32.8,68,72.4
64,212,88,36,43,31,0,0.7,30.8,78,72.5
65,210,95,36,43,1,0,0.6,28.9,87,72.4
61,209,97,36,43,0,0,0.59,28.2,90,72.4
64,210,100,36,43,0,0,0.52,27.4,93,72.4
64,209,89,36,43,0,0,0.49,26.5,96,72.3
62,208,102,36,43,0,0,0.49,25.8,98,72.3
62,211,96,36,43,0,0,0.6,25.8,95,72.3
66,209,96,36,43,0,0,0.8,25.7,92,72.3
63,210,104,36,43,0,0,0.62,25.7,91,72.3
63,211,92,36,43,0,0,0.72,26,89,72.3
63,210,94,36,43,0,0,0.77,25.8,89,72.3
65,209,95,36,43,2,0,0.65,25.5,91,72.3
62,210,96,36,43,40,0,0.83,25.7,92,72.3
61,210,97,36,43,227,0,0.84,27.6,88,72.3
60,208,97,36,43,440,0,0.82,30.1,79,72.3
60,210,97,36,43,579,0,0.94,31.1,74,72.3
61,209,97,36,43,504,0,0.88,31.3,73,72.3
61,210,95,36,43,551,0,0.63,31.7,71,72.3
60,208,104,36,43,717,0,0.77,32.5,68,72.1
79,212,110,36,43,578,0,0.78,32.9,67,71.9
81,213,101,36,43,550,0,0.84,33,66,71.7
84,213,100,36,43,333,0,0.83,32.9,66,71.7
82,212,100,37,43,392,0,0.84,33.1,65,71.6
82,210,108,36,43,80,0,0.89,32.2,65,71.5
83,207,109,36,43,47,0,0.65,31,67,71.4
83,208,109,36,43,2,0,0.56,30.2,70,71.3
84,207,111,36,43,0,0,0.54,29.6,72,71.2
82,208,110,36,43,0,0,0.58,29.1,73,71.2
86,208,103,36,43,0,0.562,0.45,27.9,80,71.2
86,210,110,36,43,0,0.749,0.51,25.6,93,71.2
86,209,113,36,43,0,0.289,0.56,25,94,71.2
86,209,109,36,43,0,0.085,0.53,24.8,96,71.2
86,209,113,36,43,0,0.017,0.5,24.9,96,71.2
87,208,103,36,43,0,0,0.55,25.2,95,71.2
86,209,112,36,43,0,0,0.64,25.6,93,71.1
87,208,114,36,43,2,0,0.6,25.7,93,71.1
88,208,105,36,43,35,0,0.72,26.5,89,71.1
86,208,109,36,43,101,0,0.84,27.2,88,71.1
88,209,109,36,43,157,0,0.78,28.2,86,71.1
88,208,110,36,43,302,0,0.86,29.3,83,71.1
87,207,113,36,43,400,0,0.94,30.7,77,71
84,209,101,36,43,526,0,0.78,31.4,73,71
86,208,111,36,43,413,0,0.79,31.6,72,71
85,208,106,36,43,539,0,0.76,31.9,70,71
85,209,109,37,43,704,0,0.84,33.2,65,70.9
85,208,110,36,43,271,0,1.08,32.4,68,70.9
86,208,96,36,43,196,0,1.2,31.1,75,71
86,207,109,36,43,115,0,0.67,31,73,71
86,207,111,36,43,37,0,0.66,30.1,76,71
85,207,106,36,43,2,0,0.67,28.4,83,71
85,207,110,36,43,0,0,0.57,27.1,87,71
87,209,106,36,43,0,0,0.59,26.5,88,71
86,208,104,36,43,0,0,0.55,26,89,71
86,209,107,36,43,0,0,0.56,25.1,94,71
87,209,104,36,43,0,0,0.47,24.6,96,71
88,209,105,36,43,0,0,0.55,24.2,97,71
87,209,111,36,43,0,0,0.71,24.8,94,71
87,208,109,36,43,0,0,1.37,26.7,84,71
87,208,109,36,43,0,0,1.29,26.8,82,71
87,208,107,36,43,1,0,1.05,26.3,84,71
87,209,100,36,43,75,0,1.27,26.2,88,71.1
60,199,93,36,43,134,0,1.13,27,87,71
57,198,88,36,43,360,0,1.42,28,82,70.9
58,198,88,36,43,583,0,2.11,29.3,70,70.7
57,197,81,36,43,805,0,2.29,30.4,64,70.5
56,195,88,36,43,905,0,2.75,31,62,70.4
54,195,81,36,43,863,0,2.36,31.4,63,70.2
56,195,87,36,43,920,0,2.08,31.7,63,70.1
55,195,81,37,43,776,0,2.25,31.8,61,69.9
56,194,81,37,43,657,0,2.28,31.4,61,69.8
40,194,81,37,43,485,0,2.33,31.3,61,69.9
46,195,84,37,43,120,0,1.73,30.7,62,70
44,196,84,36,43,29,0,1.99,29.4,65,70.1
44,195,81,36,43,2,0,1.36,28.1,68,70.1
43,195,86,36,43,0,0,0.43,26.7,75,70.2
47,196,88,36,43,0,0,0.53,25,84,70.3
44,195,85,36,43,0,0,0.33,24.2,88,70.4
43,196,85,36,43,0,0,0.25,23.1,92,70.5
43,196,89,36,43,0,0,0.27,22.2,96,70.6
49,195,89,36,43,0,0,0.33,21.6,97,70.6
45,195,88,36,43,0,0,0.3,21,99,70.6
45,195,85,36,43,0,0,0.26,20.6,100,70.7
44,194,89,36,43,0,0,0.21,20.1,99,70.7
45,195,88,36,43,1,0,0.22,19.8,100,70.7
43,195,86,36,43,71,0,0.37,20.2,100,70.7
45,195,85,36,43,248,0,0.79,21.9,100,70.8
43,195,84,36,43,441,0,0.78,25,88,70.7
46,195,84,36,43,627,0,1.08,26.9,76,70.7
41,195,88,36,43,781,0,1.38,29,67,70.7
45,194,84,36,43,877,0,1.77,30.2,62,70.7
41,193,82,36,43,910,0,1.98,30.5,61,70.6
43,194,87,36,43,881,0,2.13,31,60,70.6
43,194,85,37,43,782,0,2.03,31.4,60,70.5
42,194,91,37,43,629,0,2.14,31.2,63,70.6
41,193,87,37,43,422,0,2.07,30.9,65,70.6
43,194,86,36,43,130,0,1.86,29.9,69,70.6
42,195,88,36,43,34,0,1.24,28.6,74,70.6
42,195,87,36,43,1,0,0.71,27.5,80,70.6
43,195,88,36,43,0,0,0.45,26.3,85,70.6
40,195,89,36,43,0,0,0.91,25.8,84,70.7
42,195,87,36,43,0,0,0.65,25.4,86,70.6
41,195,90,36,43,0,0,0.81,25.5,86,70.7
41,194,87,36,43,0,0,1.03,25.6,87,70.6
42,194,87,36,43,0,0,1.42,25.9,86,70.7
41,194,87,36,43,0,0,1.18,26,88,70.7
42,194,86,36,43,0,0,0.95,25.7,90,70.6
43,194,88,36,43,0,0,0.4,24.8,94,70.6
40,194,89,36,43,1,0,0.41,23.9,97,70.6
41,194,88,36,43,37,0,0.59,23.9,99,70.6
41,193,85,36,43,166,0,0.88,25.3,97,70.6
42,193,88,36,43,377,0,0.74,27.5,87,70.6
39,193,88,36,43,606,0,0.94,28.8,76,70.5
39,193,87,36,43,720,0,1.07,29.8,68,70.5
41,193,87,36,43,803,0,1.37,30.3,63,70.4
40,192,88,36,43,499,0,1.2,30.2,63,70.4
39,192,88,36,43,551,0,1.28,30.6,57,70.4
39,192,89,37,43,717,0,1.49,31.3,52,70.4
40,193,89,37,43,447,0,1.65,31.1,51,70.3
40,193,90,37,43,425,0,1.93,30.4,61,70.3
42,193,91,36,43,125,0,1.58,29.9,61,70.3
40,193,88,36,43,28,0,1.16,28.9,54,70.3
38,190,84,36,43,1,0,0.28,25,74,70.2
38,189,84,36,43,0,0,0.26,22.9,83,70.1
38,189,81,36,43,0,0,0.23,21.9,89,70.1
38,189,82,36,43,0,0,0.16,21.2,92,70
38,188,79,36,43,0,0,0.17,20.5,95,69.9
38,188,81,36,43,0,0,0.11,19.9,95,69.9
38,189,79,36,43,0,0,0.16,19.5,96,69.8
38,188,82,36,43,0,0,0.16,19.1,98,69.8
38,189,82,36,43,0,0,0.16,18.9,98,69.7
38,189,82,36,43,0,0,0.17,18.9,99,69.6
38,188,82,36,43,1,0,0.16,18.6,99,69.6
38,189,81,36,43,46,0,0.35,18.9,99,69.6
38,189,81,36,43,200,0,0.6,21.2,97,69.5
38,188,81,36,43,330,0,0.72,24,84,69.5
38,188,82,36,43,437,0,0.83,26.1,75,69.4
38,188,82,36,43,475,0,0.98,27.1,73,69.4
38,189,82,36,43,599,0,0.94,28,71,69.3
38,188,81,36,43,609,0,0.9,29.7,66,69.3
38,188,80,36,43,340,0,1.27,29.7,65,69.2
38,187,80,37,43,526,0,1.44,29.5,66,69.2
38,187,81,37,43,550,0,1.38,30.5,64,69.1
38,187,82,37,43,348,0,1.78,29.7,66,69.1
38,187,79,36,43,115,0,1.27,28.8,71,69
38,188,82,36,43,53,0,0.83,28,75,69.1
38,187,82,36,43,2,0,0.38,26.6,83,69
38,188,82,36,43,0,0,0.33,25.4,89,69
38,188,84,36,43,0,0,0.36,24.7,93,69
38,188,83,36,43,0,0,0.35,23.9,95,69
38,188,83,36,43,0,0,0.31,23.4,97,68.9
38,188,83,36,43,0,0,0.34,23,98,68.9
38,188,84,36,43,0,0,0.37,22.7,98,68.9
38,187,84,36,43,0,0,0.37,22.4,100,68.8
38,188,84,36,43,0,0,0.37,22.2,100,68.8
38,187,84,36,43,0,0,0.44,22,100,68.8
38,188,84,36,43,0,0,0.47,21.8,100,68.8
38,188,83,36,43,36,0,0.67,21.8,100,68.7
38,187,82,36,43,180,0,1.28,24.3,99,68.7
38,188,83,36,43,326,0,0.99,27,86,68.7
38,188,83,36,43,331,0,0.82,27.2,81,68.7
37,187,83,36,43,454,0,1.15,27.9,77,68.6
37,186,83,36,43,542,0,1.83,28.6,72,68.5
37,186,81,36,43,433,0,1.98,28.9,69,68.5
38,186,83,36,43,260,0,1.32,28.8,70,68.5
38,186,83,36,43,232,0,0.99,28.9,70,68.5
38,187,82,36,43,180,0,0.56,29.4,70,68.5
38,187,81,36,43,72,0,0.61,28.7,72,68.4
38,187,82,36,43,116,0,0.79,28.5,75,68.4
38,188,84,36,43,37,0,1.01,28,74,68.4
38,188,83,36,43,0,0,0.39,26.4,83,68.4
38,188,84,36,43,0,0,0.35,25.6,88,68.4
38,187,84,36,43,0,0,0.42,25.1,91,68.4
38,187,83,36,43,0,0,0.41,24.8,92,68.4
38,187,86,36,43,0,0,0.39,24.6,93,68.4
38,187,84,36,43,0,0,0.44,24.5,94,68.4
38,187,85,36,43,0,0,0.47,24.3,93,68.4
38,186,85,36,43,0,0,0.45,24.5,90,68.4
38,187,84,36,43,0,0,0.36,24.4,88,68.4
38,187,84,36,43,0,0,0.37,24.4,86,68.4
38,187,83,36,43,1,0,0.29,24,90,68.3
38,188,87,36,43,15,0,0.31,23.8,91,68.4
38,189,87,36,43,41,0,0.51,24.1,92,68.4
38,189,88,36,43,104,0,0.47,24.7,91,68.4
39,191,89,36,43,128,1.123,0.54,25,90,68.4
41,191,90,36,43,194,0.357,0.42,24.4,98,68.3
42,190,89,36,43,242,0,0.46,25.1,96,68.3
43,190,89,36,43,278,0,0.64,26.1,91,68.1
42,190,89,36,43,237,0,0.58,26.7,84,68.2
43,189,87,36,43,120,0,0.62,27.1,84,68.2
43,188,84,36,43,82,0.34,0.57,26.1,92,68.1
43,187,82,36,43,71,1.294,0.52,25.3,98,68.2
43,186,83,36,43,38,0,0.39,25.5,99,68.1
43,184,82,36,43,8,0.051,0.7,25.3,99,68.1
43,187,85,36,43,0,0.97,0.66,25,100,68.3
43,189,85,36,43,0,1.902,0.8,24.9,100,68.6
43,187,85,36,43,0,1.668,0.91,25,100,68.6
43,186,84,36,43,0,1.243,1.14,25,100,68.6
43,185,83,36,43,0,0.919,1.21,25.1,100,68.5
43,186,83,36,43,0,0.664,1.28,25.2,100,68.6
66,200,106,36,43,0,0.8,1.52,25.4,99,70.5
78,217,150,35,44,0,1.157,2.39,24.8,100,71.4
76,215,149,26,48,0,1.209,2.25,25,100,71.9
80,212,151,35,67,0,1.294,2.57,25,100,72.2
83,216,153,34,71,0,1.413,2.79,25.2,100,73.4
93,103,126,21,76,4,1.481,3.44,25,100,72.8
77,88,118,30,54,32,1.702,3.17,25.2,100,72
73,82,114,34,45,17,1.919,2.16,25,100,72
74,83,112,34,46,13,2.14,2.48,25.1,100,71.8
70,78,106,34,45,28,2.294,3.36,25.7,100,71.6
66,73,99,35,45,54,2.447,3.4,26,100,71.4
61,70,96,36,45,258,2.106,2.81,26.3,100,71.1
57,63,94,36,44,472,1.328,2.67,27.9,99,70.9
58,64,93,36,44,587,1.123,2.26,29.4,89,70.7
52,60,92,36,44,692,1.021,2.44,31.1,75,70.6
55,59,89,36,44,457,0.902,2.16,31.1,72,70.5
54,57,89,36,44,125,0.851,1.61,30.1,71,70.4
51,57,88,36,44,14,1.055,0.93,27.4,81,70.3
49,55,86,36,44,0,2.243,1.15,26.7,82,70.2
47,55,85,36,44,0,2.651,0.59,25.6,87,70.1
48,56,87,36,44,0,1.851,0.51,24.4,94,70
50,55,86,36,44,0,0.017,0.52,23.7,97,69.9
49,54,85,36,44,0,0,0.53,23.2,99,69.8
46,54,85,36,44,0,0,0.56,22.9,100,69.8
43,53,84,36,44,0,0,0.53,22.5,99,69.7
42,53,84,36,44,0,0.017,0.74,22.2,100,69.6
45,53,84,36,44,0,0,0.85,22,100,69.6
41,54,82,36,44,0,0,0.94,22.1,100,69.5
42,53,80,36,44,0,0,1,21.9,100,69.4
49,200,80,36,44,21,0,1.07,22,100,69.4
47,201,79,36,44,73,0,1.2,22.6,100,69.4
52,203,79,36,44,70,0,1.15,23.4,100,69.3
51,202,80,36,44,165,0,1.04,24.1,98,69.4
45,202,80,36,44,159,0,1.02,24.8,92,69.3
50,204,79,36,44,204,0,1.03,25.4,85,69.4
48,204,79,36,44,276,0,1.01,25.4,85,69.4
45,202,75,36,44,598,0,1.02,26.5,79,69.4
43,202,77,36,44,467,0,0.99,27,74,69.5
41,201,76,36,44,297,0,0.78,27.3,73,69.5
44,202,76,36,44,402,0,1.16,27.4,74,69.7
42,201,76,36,44,120,0,0.6,27.5,75,69.7
44,201,76,36,44,24,0,0.38,25.1,85,69.8
46,202,76,36,44,1,0,0.34,22.9,92,69.8
40,202,77,36,44,0,0,0.26,21.8,96,69.9
44,202,77,36,44,0,0,0.3,20.9,98,69.9
41,203,77,36,44,0,0,0.28,20.4,100,70
41,202,76,36,44,0,0,0.29,19.9,100,70
54,208,83,36,44,0,0,0.24,19.3,100,70.1
52,207,83,36,44,0,0,0.28,18.7,99,70.2
52,208,85,36,44,0,0,0.3,18.2,100,70.4
52,208,84,36,44,0,0,0.33,17.7,100,70.5
51,208,82,36,44,0,0,0.39,17.1,100,70.6
58,208,83,36,44,0,0,0.42,16.7,100,70.7
51,208,85,36,44,45,0,0.49,16.6,100,70.8
56,208,84,36,46,263,0,1.07,18.5,100,70.8
55,208,87,36,46,450,0,1.14,21.4,94,70.9
45,207,82,36,46,550,0,0.9,24.3,77,71
45,207,83,36,50,801,0,1.07,26.2,64,71.1
43,207,84,36,50,760,0,1.31,26.7,62,71.2
45,207,82,36,50,623,0,1.14,27.1,64,71.2
43,206,85,36,49,438,0,1.27,27,68,71.3
43,207,83,36,49,462,0,1.28,27,70,71.4
43,207,83,36,44,348,0,1.05,27.5,69,71.3
42,207,82,36,44,171,0,0.72,27.3,69,71.4
42,207,83,36,44,68,0,0.5,26,81,71.4
